Trabajo;Desc. Actuación;Desc. Estado HIPPO Trabajo;Contador de plazo legal;Número de Reclamaciones
918222070438.1;P.S.: MARIA TERESA LEON, 14 MADRID;EJECUTABLE;6;15
918224080008.1;P.S.: PUERTA DE MOROS, 0008 MADRID;EJECUTADO;5;
918224060089.1;P.S.: SIERRA DE ALBARRACÍN, 2 MADRID;EJECUTADO;5;
918223080296.1;P.S.: SAN MIGUEL, 0 MADRID;EJECUTADO;4;
918123110321.1;P.S.: ENRIQUE URQUIJO, 87 MADRID;REPROGRAMAR;3;10
918224050215.1;P.S.: MAYORAZGO, 2 MADRID;REPROGRAMADO;2;2
918223120075.2;P.S.: CINCO MERCAMADRID, 2 MADRID;EJECUTABLE;1;5
918224110294.1;P.S.: PUENTELARRA, 0014 MADRID;PROGRAMADO;1;2
918224060328.1;P.S.: CERRO MILANO, 415 MADRID;REPROGRAMADO;1;48
918223120075.1;P.S.: CINCO MERCAMADRID, 2 MADRID;REPROGRAMADO;1;5
918225030279.1;P.S.: EVARISTO SAN MIGUEL, 0022 MADRID;NO PROGRAMABLE;0;
918225020219.4;P.S.: ARROYO DE LA BULERA, 0028 MADRID;PEND.INST.PART;0;
918225010377.1;P.S.: RIVAS, 9 MADRID;NO PROGRAMABLE;0;6
918223070161.1;P.S.: UZP0103 ENSANCHE VALLECAS, 49 MADRID;PEND.INST.PART;0;
418419090227.2;P.S.: UZP0203 LOS AHIJONES, 22 MADRID;STOP;0;
918225010213.1;P.S.: CONDE DE ROMANONES, 4 MADRID;PEND.INST.PART;0;1
918225020073.1;P.S.: SIERRA MOLINA, 30 MADRID;PEND.INST.PART;0;
918225010170.1;P.S.: PROV AHIJONES-BERROCALES2, 193 MADRID;PEND.INST.PART;0;4
918224110375.9;P.S.: MAYORAZGO, 000 MADRID;STOP;0;
918222120004.1;RET.: BENADALID, 8 MADRID;NO PROGRAMABLE;0;2
918225030370.4;P.S.: HORMIGUERAS, 180 MADRID;PEND.INST.PART;0;2
918225020124.1;P.S.: VILLALCON, 3 MADRID;PEND.INST.PART;0;
918225020345.1;RET.: BENJAMIN PALENCIA, 17 MADRID;NO PROGRAMABLE;0;
918225030453.1;RET.: CALCIO, 4 MADRID;NO PROGRAMABLE;0;1
918225030340.1;RET.: LOPE DE VEGA, 30 MADRID;NO PROGRAMABLE;0;
918225030454.1;P.S.: LEONOR GONZALEZ, 18 MADRID;PEND.INST.PART;0;
918225020416.1;P.S.: DEHESA DE VICALVARO, 26 MADRID;PEND.INST.PART;0;
918225020415.1;P.S.: BARCELONA, 226 MADRID;PEND.INST.PART;0;
918225020261.1;RET.: ESPIRITU SANTO, 15 MADRID;NO PROGRAMABLE;0;2
918225010286.1;P.S.: CAVANILLES, 58 MADRID;PEND.INST.PART;0;1
918225020341.1;P.S.: JUANA DOÑA, 5 MADRID;PEND.INST.PART;0;
918225030296.1;RET.: SAN CLAUDIO, 66 MADRID;EJECUTABLE;0;
918225020429.1;RET.: GONZALEZ SOTO, 3 MADRID;REPROGRAMAR;0;
918222060468.9;P.S.: PUERTO DE BALBARÁN, 0 MADRID;STOP;0;
918225030368.1;P.S.: ANCORA, 29 MADRID;PEND.INST.PART;0;
918225030305.1;RET.: CERRO DE LA ALCAZABA, 10 MADRID;NO PROGRAMABLE;0;
918225020361.1;RET.: POZAS, 4 MADRID;NO PROGRAMABLE;0;1
918224110130.1;P.S.: PICO DE MULHACEN, 4 MADRID;PEND.INST.PART;0;
918225020260.1;RET.: ANTONIO ZAMORA, 47 MADRID;REPROGRAMADO;0;1
918225020146.1;RET.: SAN AGAPITO, 3 MADRID;REPROGRAMAR;0;
918225020054.1;RET.: TESORO, 7 MADRID;EJECUTADO;0;1
918225010455.1;RET.: DE SEGOVIA, 000 MADRID;REPROGRAMAR;0;
918225010204.1;RET.: HACIENDA DE PAVONES, 300 MADRID;REPROGRAMAR;0;
918224120259.1;P.S.: MENDEZ ALVARO, 36 MADRID;PEND.INST.PART;0;2
918224120245.1;RET.: NAVES, 8 MADRID;REPROGRAMAR;0;
918224120161.1;P.S.: PIROTECNIA, 83 MADRID;STOP;0;1
918224120005.1;RET.: SIERRA VIEJA, 31 MADRID;REPROGRAMADO;0;11
918224110480.1;RET.: SAN CLAUDIO, 43 MADRID;REPROGRAMAR;0;
918224110072.2;RET.: PLATINO, 56 MADRID;REPROGRAMADO;0;3
918224100335.1;RET.: MORATALAZ, 2 MADRID;REPROGRAMAR;0;
918224090265.1;P.S.: CANARIAS, 51 MADRID;STOP;0;6
918224090092.1;P.S.: SECO, 13 MADRID;STOP;0;1
918224080111.4;P.S.: TRUJILLOS, 9 MADRID;STOP;0;7
918224070044.9;P.S.: ANTONIO GADES, 84 MADRID;STOP;0;4
918224070044.2;P.S.: ANTONIO GADES, 84 MADRID;STOP;0;4
918224020179.1;RET.: SAN CIPRIANO, 60 MADRID;REPROGRAMAR;0;2
918224010062.1;P.S.: VILLAVERDE A PERALES RIO, 13 MADRID;NO PROGRAMABLE;0;4
918125010313.1;P.S.: REYES, 0008 MADRID;STOP;0;
918224100133.1;P.S.: HUMILDAD, 11 MADRID;PEND.INST.PART;0;4
918223090096.2;P.S.: JUANA DOÑA, 5 MADRID;PEND.INST.PART;0;9
918223090096.1;P.S.: JUANA DOÑA, 5 MADRID;PEND.INST.PART;0;9
918223080177.2;P.S.: COMUNIDADES, 28 MADRID;PEND.INST.PART;0;6
918223050059.9;P.S.: BARIO, 2 MADRID;PEND.INST.PART;0;2
918223050059.2;P.S.: BARIO, 2 MADRID;PEND.INST.PART;0;2
918223050047.2;P.S.: MENDEZ ALVARO, 47 MADRID;PEND.INST.PART;0;4
918223050033.3;P.S.: PLANETARIO, 6 MADRID;STOP;0;4
918222030139.1;P.S.: TOLERANCIA, 10 MADRID;PEND.INST.PART;0;7
918221090369.9;P.S.: MIGUEL DELIBES, 65 MADRID;PEND.INST.PART;0;5
918225030049.1;P.S.: MAYORAZGO, 0 MADRID;PEND.INST.PART;0;
918225030046.1;P.S.: MAYORAZGO, 0 MADRID;PEND.INST.PART;0;
918225020396.1;RET.: TENIENTE CORONEL NOREÑA, 24 MADRID;NO PROGRAMABLE;0;1
918225020282.1;RET.: LOPEZ GRASS, 78 MADRID;EJECUTABLE;0;
918225020249.1;P.S.: FERENC PUSKAS, 219 MADRID;PEND.INST.PART;0;1
918225020232.1;RET.: SAN FACUNDO, 9 MADRID;REPROGRAMAR;0;1
918225020014.1;P.S.: VILLACAMPA, 14 MADRID;PEND.INST.PART;0;
918225010439.1;P.S.: DEMOCRACIA, 2 MADRID;PEND.INST.PART;0;
918225010405.1;P.F.: ANDALUCIA, 19 MADRID;STOP;0;
918225010384.1;P.S.: TALAMANCA DEL JARAMA, 25 MADRID;PEND.INST.PART;0;3
918225010260.1;P.S.: MÉNDEZ ÁLVARO, 3 MADRID;PEND.INST.PART;0;1
918225010129.1;P.S.: PICO MONCAYO, 8 MADRID;STOP;0;6
918225010108.1;P.S.: LADERA DE LOS ALMENDROS, 34 MADRID;PEND.INST.PART;0;
918225010101.1;P.S.: LOS ROSALES, 120 MADRID;PEND.INST.PART;0;
918224120229.1;P.S.: VIRGEN DEL PUERTO, 7 MADRID;PEND.INST.PART;0;4
918224120188.1;P.S.: JOSE ESCOBAR Y SALIENTE, 50 MADRID;NO PROGRAMABLE;0;6
918224120095.1;P.S.: RAFAEL ALBERTI, 24 MADRID;PEND.INST.PART;0;4
918224120094.1;P.S.: MAYORAZGO, 14 MADRID;PEND.INST.PART;0;4
918224120089.1;P.S.: SERRANILLOS DEL VALLE, 25 MADRID;PEND.INST.PART;0;1
918224120048.1;P.S.: TITANIO, 1 MADRID;STOP;0;2
918224110061.1;P.S.: DE LA GAVIA, 0 MADRID;STOP;0;3
918224100163.9;P.S.: JOSE ESCOBAR Y SALIENTE, 80 MADRID;PEND.INST.PART;0;1
918224100163.2;P.S.: JOSE ESCOBAR Y SALIENTE, 80 MADRID;PEND.INST.PART;0;1
918224090349.1;P.S.: PUENTELARRA, 4 MADRID;PEND.INST.PART;0;20
918224060250.1;P.S.: PEÑA RUBIA, 4 MADRID;PEND.INST.PART;0;2
918224060219.1;P.S.: DEMOCRACIA, 9 MADRID;PEND.INST.PART;0;10
918224060177.1;P.S.: UZP0103 ENSANCHE VALLECAS, 130 MADRID;PEND.INST.PART;0;10
918224060105.1;P.S.: JUAN ANTONIO BARDEM, 19 MADRID;PEND.INST.PART;0;9
918224020426.1;P.S.: LA SALMEDINA, 141 MADRID;PEND.INST.PART;0;5
918224010404.1;P.S.: CIUDAD DE BARCELONA, 226 MADRID;PEND.INST.PART;0;1
918223060246.1;P.S.: GRAN VIA, 46 MADRID;PEND.INST.PART;0;1
918222030424.1;P.S.: MEZQUITA, 0 MADRID;PEND.INST.PART;0;
918221050157.1;P.S.: HORMIGUERAS, 145 MADRID;PEND.INST.PART;0;10
918125010207.1;RET.: DESAMPARADOS, 3 MADRID;REPROGRAMAR;0;
918124040557.1;P.S.: MORATIN, 3 MADRID;STOP;0;3
918225010212.1;RET.: CONDE DE ROMANONES, 4 MADRID;STOP;0;2
918225010135.1;P.S.: RAFAEL DE RIEGO, 0038 MADRID;STOP;0;
918224120253.1;RET.: CRUZ DEL SUR, 27 MADRID;REPROGRAMAR;0;
918224120252.1;P.S.: TRANVIA DE ARGANDA, 7 MADRID;STOP;0;
918224120177.1;RET.: BUENOS AIRES, 60 MADRID;STOP;0;
918224120118.1;P.S.: UCEDA, 54 MADRID;PEND.INST.PART;0;1
918224120098.1;P.S.: CERRO DE LA ALCAZABA, 3 MADRID;STOP;0;
918224110375.1;P.S.: MAYORAZGO, 000 MADRID;STOP;0;
918224110194.1;RET.: CONDE DE CASAL, 6 MADRID;PROGRAMADO;0;
918224110190.1;RET.: VICALVARO A VALLECAS, 14 MADRID;REPROGRAMAR;0;3
918224110189.1;RET.: ALBUFERA, 319 MADRID;REPROGRAMAR;0;2
918224100189.1;P.S.: PUERTO DEL REY, 23 MADRID;PEND.INST.PART;0;4
918224100163.1;P.S.: JOSE ESCOBAR Y SALIENTE, 80 MADRID;PEND.INST.PART;0;1
918224070001.1;P.S.: . MERCAMADRID NAVE J1, 0004 MADRID;PEND.INST.PART;0;1
918224060351.1;P.S.: ANDALUCIA, 0012 MADRID;PEND.INST.PART;0;10
918224040101.1;P.S.: TENIENTE CORONEL NOREÑA, 20 MADRID;PEND.INST.PART;0;4
918124090177.1;RET.: SIERRA BERMEJA, 12 MADRID;REPROGRAMADO;0;1
918224110147.1;RET.: ENTREVÍAS, 138 MADRID;REPROGRAMAR;0;1
918224100368.1;RET.: STA RAFAELA M SGD CORAZON, 3 MADRID;REPROGRAMAR;0;1
918224100178.1;P.S.: VALDECULEBRAS, 33 MADRID;STOP;0;1
918224100051.1;P.S.: DELICIAS, 82 MADRID;PEND.INST.PART;0;1
918224050127.1;RET.: MIR, 6 MADRID;EJECUTADO;0;3
918224030129.1;RET.: LOPEZ GRAS, 46 MADRID;REPROGRAMAR;0;2
918224030088.2;P.S.: TELLEZ, 2 MADRID;PEND.INST.PART;0;6
918224030088.1;P.S.: TELLEZ, 2 MADRID;PEND.INST.PART;0;6
918224020465.1;P.S.: VALERIA, 7 MADRID;STOP;0;12
918223110337.1;P.S.: JOSE GUTIERREZ MAROTO, 10 MADRID;PEND.INST.PART;0;2
918224120147.1;P.S.: MONTE IGUELDO, 109 MADRID;STOP;0;3
918224120045.1;P.S.: ESCALA, 19 MADRID;PEND.INST.PART;0;
918224120044.1;P.S.: PONT DE MOLINS, 11 MADRID;PEND.INST.PART;0;
918224120043.1;P.S.: ESCALA, 8 MADRID;PEND.INST.PART;0;
918221080215.1;P.S.: DEMOCRACIA, 36 MADRID;PEND.INST.PART;0;8
918224110072.1;RET.: PLATINO, 56 MADRID;EJECUTADO;0;3
918224110006.1;RET.: GODELLA, 1 MADRID;REPROGRAMAR;0;
918224100303.1;RET.: ALMONACID, 32 MADRID;REPROGRAMAR;0;
918224100252.1;P.S.: FUENCARRAL, 6 MADRID;PEND.INST.PART;0;
918224100389.1;P.S.: CALCIO, 4 MADRID;PEND.INST.PART;0;
918224100382.1;P.S.: PICO CEBOLLERA, 52 MADRID;REPROGRAMADO;0;4
918224100329.1;RET.: HACIENDA DE PAVONES, 96 MADRID;EJECUTABLE;0;1
918224100161.1;P.S.: GRAN VIA DEL SURESTE, 36 MADRID;STOP;0;
918224090340.1;P.S.: CERRO DEL MURMULLO, 63 MADRID;NO PROGRAMABLE;0;3
918224090086.1;RET.: PABLO NERUDA, 62 MADRID;REPROGRAMAR;0;
918224060271.1;P.S.: CERRO DE LA PLATA, 3 MADRID;PEND.INST.PART;0;1
918224060255.1;P.S.: FERENC PUSKAS, 219 MADRID;PEND.INST.PART;0;8
918224050334.1;RET.: ENCOMIENDA, 13 MADRID;REPROGRAMAR;0;3
918224050064.1;P.S.: CASTRILLO DE AZA, 13 MADRID;PEND.INST.PART;0;16
918224020261.1;P.S.: VILLALCON, 2 MADRID;PEND.INST.PART;0;6
918223110356.1;P.S.: UZP0103 ENSANCHE VALLECAS, 20 MADRID;PEND.INST.PART;0;3
918223050047.1;P.S.: MENDEZ ALVARO, 47 MADRID;PEND.INST.PART;0;4
918123090178.2;P.S.: MADRAZO, 9 MADRID;PEND.INST.PART;0;16
918123090178.1;P.S.: MADRAZO, 9 MADRID;PEND.INST.PART;0;16
918224110151.1;P.S.: PROV LOS BERROCALES 75, 31 MADRID;PEND.INST.PART;0;2
918224100239.1;P.S.: LUIS DE HOYOS SAINZ, 51 MADRID;PEND.INST.PART;0;
918224100056.1;RET.: GRAN VIA DEL ESTE, 80 MADRID;EJECUTABLE;0;
918224030324.1;P.S.: ILUSION, 22 MADRID;PEND.INST.PART;0;3
918224100393.1;RET.: ENCOMIENDA DE PALACIOS, 242 MADRID;REPROGRAMAR;0;
918224100265.1;RET.: ENCOMIENDA DE PALACIOS, 148 MADRID;REPROGRAMAR;0;
918224100194.1;P.S.: PROV AHIJONES-BERROCALES2, 176 MADRID;PEND.INST.PART;0;5
918224090318.1;RET.: BENALAURIA, 3 MADRID;EJECUTADO;0;2
918224060022.1;P.S.: ALCALDE PEDRO ESCARBASSIE, 9 MADRID;PEND.INST.PART;0;
918224100206.1;P.S.: CORDEL DE PAVONES, 2 MADRID;STOP;0;
918224100040.1;RET.: JUANELO, 14 MADRID;EJECUTADO;0;
918224090173.1;P.S.: LAS SANTERAS, 51 MADRID;PEND.INST.PART;0;3
918224090056.2;P.S.: SIERRA DE LA DEMANDA, 63 MADRID;NO PROGRAMABLE;0;5
918224090056.1;P.S.: SIERRA DE LA DEMANDA, 63 MADRID;NO PROGRAMABLE;0;5
918224020408.1;RET.: MOLINO DE VIENTO, 6 MADRID;REPROGRAMADO;0;6
918224090352.1;RET.: SAN CLAUDIO, 101 MADRID;REPROGRAMAR;0;
918224040402.1;P.S.: GRAN VIA DEL SURESTE, 39 MADRID;PEND.INST.PART;0;4
918224020250.1;P.S.: UZP0103 ENSANCHE VALLECAS, 2129 MADRID;PEND.INST.PART;0;6
918224100043.1;P.S.: PUERTO ALTO, 31 MADRID;STOP;0;1
918224090172.1;RET.: TOLEDO, 6 MADRID;REPROGRAMAR;0;
918224090052.1;RET.: SIERRA CONTRAVIESA, 61 MADRID;EJECUTADO;0;
918224090013.1;RET.: LOPEZ GRASS, 42 MADRID;REPROGRAMADO;0;1
918224080255.1;P.S.: ARROYO DE LA BULERA, 16 MADRID;PEND.INST.PART;0;
918222030217.1;P.S.: SAN CIPRIANO, 68 MADRID;PEND.INST.PART;0;
918221100278.1;P.S.: PARQUE PALOMERAS BAJAS, 10 MADRID;PEND.INST.PART;0;1
918224080160.1;RET.: ANTONIA MERCE, 1 MADRID;REPROGRAMAR;0;21
918224070251.1;P.S.: INDALECIO PRIETO, 2 MADRID;STOP;0;18
918224060055.1;RET.: SANTA CRUZ, 6 MADRID;REPROGRAMAR;0;2
918224050240.1;P.S.: FUENCARRAL, 0006 MADRID;PEND.INST.PART;0;4
918224040380.1;P.S.: TRES MERCAMADRID, 1 MADRID;NO PROGRAMABLE;0;
918224040060.1;RET.: PABLO CASAL, 6 MADRID;REPROGRAMAR;0;
918223050059.1;P.S.: BARIO, 2 MADRID;PEND.INST.PART;0;2
918124070044.1;RET.: HUERTAS, 58 MADRID;EJECUTADO;0;1
918224070303.1;P.S.: SIERRA MOLINA, 30 MADRID;PEND.INST.PART;0;
918224060130.1;P.S.: LOS ROSALES, 17 MADRID;PEND.INST.PART;0;
918224050298.1;P.S.: PROV AHIJONES-BERROCALES5, 62 MADRID;PEND.INST.PART;0;3
918224040441.1;P.S.: ALCALDE ANDRES MADRID DAV, 102 MADRID;NO PROGRAMABLE;0;9
918224040010.1;RET.: ALMONACID, 17 MADRID;REPROGRAMAR;0;1
918224010132.1;P.S.: BRUNO ABUNDEZ, 0048 MADRID;STOP;0;8
918223060082.9;P.S.: GARGANTA DE LOS MONTES, 1 MADRID;PEND.INST.PART;0;20
918223060082.2;P.S.: GARGANTA DE LOS MONTES, 1 MADRID;PEND.INST.PART;0;20
918223060082.1;P.S.: GARGANTA DE LOS MONTES, 1 MADRID;PEND.INST.PART;0;20
918224070195.1;RET.: ARROYO FONTARRON, 187 MADRID;REPROGRAMAR;0;
918224020260.1;P.S.: EL REAL DE SAN VICENTE, 39 MADRID;PEND.INST.PART;0;5
918224070341.1;P.S.: GRAN VIA DEL SURESTE, 28 MADRID;STOP;0;3
918224060084.2;RET.: TORRES MIRANDA, 8 MADRID;NO PROGRAMABLE;0;4
918224060084.1;RET.: TORRES MIRANDA, 8 MADRID;NO PROGRAMABLE;0;4
918224070344.1;P.S.: DOCTOR SANCHEZ, 0041 MADRID;STOP;0;
918224070010.1;RET.: SIERRA DE LA SOLANA, 3 MADRID;STOP;0;1
918223100126.1;P.S.: LAS CAMAS, 1 MADRID;STOP;0;9
918222120456.1;P.S.: LUIS I, 37 MADRID;PEND.INST.PART;0;
918122090352.1;RET.: INFANTA ISABEL, 25 MADRID;STOP;0;2
918224070146.1;P.S.: ARAMIS, 15 MADRID;PEND.INST.PART;0;1
918224060331.1;P.S.: PIROTECNIA, 83 MADRID;STOP;0;2
918224060051.1;P.S.: PIROTECNIA, 37 MADRID;PEND.INST.PART;0;
918224060020.1;P.S.: EL REAL DE SAN VICENTE, 27 MADRID;STOP;0;2
918224010110.1;P.S.: LUIS OCAÑA, 2 MADRID;PEND.INST.PART;0;5
918223100123.1;P.S.: TOLERANCIA, 4 MADRID;PEND.INST.PART;0;16
918224070163.4;P.S.: ARTE POP, 15 MADRID;STOP;0;1
918224050210.1;P.S.: TELEFERICO DE LAS CANTERA, 14 MADRID;EJECUTADO;0;5
918224030400.1;RET.: CORRAL DE CANTOS, 19 MADRID;STOP;0;3
918223090141.1;RET.: SAN MOISES, 38 MADRID;REPROGRAMADO;0;2
918224060207.1;RET.: ILUSION, 12 MADRID;EJECUTADO;0;2
918224050322.1;P.S.: PEZ, 3 MADRID;PEND.INST.PART;0;8
918224050231.1;RET.: VIRGEN DEL PUERTO, 21 MADRID;REPROGRAMAR;0;5
918224050188.1;P.S.: ALBUFERA, 9 MADRID;STOP;0;8
918224040226.1;P.S.: NARCISO SERRA, 0013 MADRID;STOP;0;4
918224040215.1;P.S.: JUAN PORTAS, 33 MADRID;PEND.INST.PART;0;5
918224040196.1;RET.: FUNDICIONES, 6 MADRID;EJECUTADO;0;5
918223040015.4;P.S.: VILLAVERDE A VALLECAS, 260 MADRID;EJECUTADO;0;15
918124030125.1;P.S.: ALBERTO BOSCH, 0013 MADRID;STOP;0;2
918224050336.1;P.S.: ARTILLEROS, 0006 MADRID;PEND.INST.PART;0;
918224050251.1;P.S.: VEINTINUEVE MERCAMADRID, 4 MADRID;NO PROGRAMABLE;0;2
918224010098.1;RET.: SAGASTA, 30 MADRID;REPROGRAMAR;0;
918224050136.1;P.S.: JARDIN DE LA DUQUESA, 0024 MADRID;STOP;0;2
918224050044.1;P.S.: PUERTO DE ARLABAN, 62 MADRID;STOP;0;2
918224040397.1;RET.: CALCIO, 1 MADRID;EJECUTADO;0;
918224040232.1;P.S.: PUENTE DEL ARZOBISPO, 42 MADRID;STOP;0;
918224040095.1;P.S.: ESPERANZA GARCIA, 7 MADRID;STOP;0;6
918224030098.1;P.S.: CAL, 15 MADRID;PEND.INST.PART;0;3
918224020394.1;RET.: LAGO BALATON, 6 MADRID;REPROGRAMAR;0;17
918224020237.1;RET.: UZP0203 LOS AHIJONES, 6007 MADRID;NO PROGRAMABLE;0;
918224010250.1;RET.: SAN ISIDRO LABRADOR, 5 MADRID;REPROGRAMAR;0;1
918223070293.1;P.S.: CUARENTA Y CINCO MERCAMAD, 8 MADRID;PEND.INST.PART;0;16
918122110175.2;P.S.: INFANTA ISABEL, 2 MADRID;STOP;0;10
