Trabajo;Desc. Actuación;Desc. Estado HIPPO Trabajo;Contador de plazo legal;Número de Reclamaciones
918224050199.1;P.S.: PROV AHIJONES-BERROCALES2, 218 MADRID;STOP;0;8
918223090141.1;RET.: SAN MOISES, 38 MADRID;REPROGRAMAR;0;2
918224060207.1;RET.: ILUSION, 12 MADRID;EJECUTADO;0;2
918224040226.1;P.S.: NARCISO SERRA, 0013 MADRID;STOP;0;3
918224040196.1;RET.: FUNDICIONES, 6 MADRID;EJECUTADO;0;5
918224010403.1;P.S.: SABRINA, 10 MADRID;EJECUTADO;0;3
918223110274.1;RET.: HUERTA DEL CONVENTO, 16 MADRID;REPROGRAMADO;0;2
918224050326.1;RET.: NAVAS DEL REY, 27 MADRID;STOP;0;5
918224050136.1;P.S.: JARDIN DE LA DUQUESA, 0024 MADRID;STOP;0;2
918224050044.1;P.S.: PUERTO DE ARLABAN, 62 MADRID;STOP;0;2
918224040397.1;RET.: CALCIO, 1 MADRID;EJECUTADO;0;
918224040232.1;P.S.: PUENTE DEL ARZOBISPO, 42 MADRID;STOP;0;
918224020317.1;P.S.: LAS SANTERAS, 00 MADRID;STOP;0;5
918224040382.1;P.S.: SIERRA DE CONTRAVIESA, 0043 MADRID;STOP;0;2
918224030398.1;P.S.: FUENTESPINA, 17 MADRID;STOP;0;1
918224040193.1;P.S.: BARROS, 11 MADRID;STOP;0;4
918223120313.1;P.F.: EL REAL DE SAN VICENTE, 7 MADRID;STOP;0;10
918224020181.1;P.S.: SECO, 3 MADRID;STOP;0;8
918223100222.1;P.S.: LA GAVIA, 55 MADRID;STOP;0;9
918223120146.1;P.S.: CARTAGENA DE INDIAS, 50 MADRID;STOP;0;4
918223110367.1;RET.: LOPEZ GRASS, 24 MADRID;EJECUTADO;0;
918124030247.1;RET.: ALCALA, 39 MADRID;EJECUTADO;0;1
918224020356.1;P.S.: LOPEZ GRASS, 0029 MADRID;STOP;0;2
918224020397.1;P.S.: SIERRA DE ALQUIFE, 0012 MADRID;STOP;0;20
918224020299.1;P.S.: PEÑARANDA DE BRACAMONTE, 54 MADRID;STOP;0;1
918224020266.1;P.S.: SIERRA DE LA SOLANA, 3 MADRID;STOP;0;3
918223060353.1;RET.: SANTA URSULA, 17 MADRID;REPROGRAMADO;0;3
918223110222.1;RET.: PINAZO, 7 MADRID;EJECUTADO;0;8
918124010263.1;P.S.: ESPALTER, 8 MADRID;STOP;0;5
918224010212.1;P.S.: JARDIN DE LA DUQUESA, 0024 MADRID;STOP;0;2
918224010020.1;P.S.: CAVA ALTA, 36 MADRID;STOP;0;8
918223110411.1;P.S.: FRANCISCO GRANDE COVIAN, 170 MADRID;STOP;0;
918223110409.1;P.S.: GUADALCANAL, 30 MADRID;STOP;0;4
918223050033.9;P.S.: PLANETARIO, 6 MADRID;STOP;0;4
918223050033.1;P.S.: PLANETARIO, 6 MADRID;STOP;0;4
918222110133.2;P.S.: YESERIAS, 6 MADRID;STOP;0;25
918222110133.1;P.S.: YESERIAS, 6 MADRID;STOP;0;25
918223120121.1;P.S.: ANTONIO LOPEZ, 244 MADRID;STOP;0;33
918223110278.1;P.S.: FERROCARRIL DEL TAJUÑA, 10 MADRID;STOP;0;4
918223100217.1;P.S.: ABTAO, 48 MADRID;REPROGRAMAR;0;6
918223060032.1;RET.: ALMONACID, 15 MADRID;REPROGRAMADO;0;6
918223100116.1;RET.: CORDEL DE PAVONES, 40 MADRID;REPROGRAMADO;0;1
918223020629.1;P.S.: PEÑA RUBIA, 4 MADRID;STOP;0;2
918223090355.4;P.S.: PUERTO DE ARLABAN, 75 MADRID;STOP;0;5
918223100155.1;P.S.: SAN VICENTE, 0030 MADRID;STOP;0;10
918223080309.1;P.S.: JOSE GUTIERREZ MAROTO, 10 MADRID;STOP;0;1
918223090283.1;P.S.: ARTE CONCEPTUAL, 39 MADRID;STOP;0;1
918222100464.1;P.S.: CASA DE TILLY, 33 MADRID;PEND.INST.PART;0;18
918123050102.1;P.S.: FELIPE IV, 0 MADRID;STOP;0;1
918223080195.1;P.S.: ALBUFERA, 0060 MADRID;STOP;0;
918221100279.1;P.S.: SAN CLAUDIO, 154 MADRID;STOP;0;3
918123030480.1;P.S.: REINA CRISTINA, 24 MADRID;STOP;0;4
918223050366.1;RET.: SAN CLAUDIO, 107 MADRID;REPROGRAMADO;0;1
918222090368.1;RET.: DOCTOR ESQUERDO, 130 MADRID;EJECUTADO;0;
918223060292.1;RET.: PICO ARTILLEROS, 105 MADRID;REPROGRAMADO;0;7
918223050363.1;RET.: PUERTO DE CANENCIA, 15 MADRID;REPROGRAMADO;0;
918223030166.9;P.S.: MENDEZ ALVARO, 36 MADRID;STOP;0;
918223030166.2;P.S.: MENDEZ ALVARO, 36 MADRID;STOP;0;
918223030166.1;P.S.: MENDEZ ALVARO, 36 MADRID;STOP;0;
918221100305.2;P.S.: CORDEL DE PAVONES, 48 MADRID;STOP;0;6
918223050219.1;P.S.: DEL TEJO, 0 MADRID;STOP;0;
918223050193.1;P.S.: BUENOS AIRES, 0 MADRID;STOP;0;
918223050130.1;RET.: ENCOMIENDA DE PALACIOS, 215 MADRID;STOP;0;
918223040064.9;P.S.: HULLA, 00 MADRID;STOP;0;7
918222030078.2;P.S.: ANTONIO LOPEZ, 193 MADRID;EJECUTABLE;0;1
918222030078.1;P.S.: ANTONIO LOPEZ, 193 MADRID;REPROGRAMADO;0;1
918223020326.3;P.S.: ILUSION, 12 MADRID;STOP;0;15
918123050260.1;P.S.: TORRE DE DON MIGUEL, 0021 MADRID;STOP;0;13
918223030300.1;P.S.: UZP0103 ENSANCHE VALLECAS, 8 MADRID;PEND.INST.PART;0;
918223040070.1;P.S.: DON PEDRO, 0004 MADRID;STOP;0;3
918223020393.1;P.S.: ARROYO FONTARRON, 26 MADRID;STOP;0;2
918223020555.1;P.S.: ALBUFERA, 0022 MADRID;STOP;0;
918222020337.1;P.F.: LOS ROSALES, 155 MADRID;STOP;0;14
918223010292.1;P.S.: MENDEZ ALVARO, 58 MADRID;STOP;0;1
918222020501.1;RET.: UZP0203 LOS AHIJONES, 6001 MADRID;EJECUTABLE;0;2
918223010154.1;P.S.: SAN ISIDRO LABRADOR, 20 MADRID;STOP;0;1
918222100124.1;P.S.: PRINCESA, 23 MADRID;STOP;0;58
918222010127.2;P.S.: UZP0204 LOS BERROCALES, 1029 MADRID;STOP;0;1
918222010127.1;P.S.: UZP0204 LOS BERROCALES, 1029 MADRID;REPROGRAMADO;0;1
918221040344.9;P.S.: ARROYO DEL CAÑAVERAL, 75 MADRID;STOP;0;5
918222090394.1;P.S.: ANDALUCIA, 00 MADRID;STOP;0;1
918222030187.1;P.S.: SANTA EUGENIA, 0002 MADRID;STOP;0;5
918221010385.1;P.S.: MENDEZ ALVARO, 640 MADRID;STOP;0;
918221050394.1;P.S.: MADRID A RIVAS JARAMA, 24 MADRID;STOP;0;6
918221070273.1;RET.: UZP0202 LOS CERROS, 3701 MADRID;NO PROGRAMABLE;0;1
918222010424.2;P.S.: VILLAVERDE A VALLECAS, 3500 MADRID;STOP;0;9
918222010424.1;P.S.: VILLAVERDE A VALLECAS, 3500 MADRID;STOP;0;9
918220110204.1;P.S.: ANCORA, 0037 MADRID;STOP;0;1
918222030442.1;P.S.: SAXOFON, 75 MADRID;STOP;0;15
918222030441.1;P.S.: SANTA JULIA, 46 MADRID;STOP;0;
918120080284.1;P.S.: LEALTAD, 4 MADRID;STOP;0;9
918222030061.1;P.S.: JUAN DE URBIETA, 0009 MADRID;PEND.INST.PART;0;
918221030102.1;P.S.: LOS ROSALES, MADRID;STOP;0;1
918221100039.2;P.S.: PUERTO ALTO, 22 MADRID;EJECUTADO;0;6
918221090135.1;P.S.: EVARISTO SAN MIGUEL, 13 MADRID;STOP;0;13
918221090134.9;P.S.: EVARISTO SAN MIGUEL, 13 MADRID;STOP;0;17
918221060070.1;P.S.: MARIA BOSCH, 16 MADRID;STOP;0;3
918221010330.4;P.S.: POZO DEL TIO RAIMUNDO, 0007 MADRID;PEND.INST.PART;0;1
918221030163.2;P.S.: PIRITA, 37 MADRID;STOP;0;4
918220110428.1;P.S.: EMBAJADORES, 232 MADRID;STOP;0;5
918221020087.2;P.S.: CONCEPCION JERONIMA, 33 MADRID;STOP;0;9
918221020150.1;RET.: RECOLETOS, 27 MADRID;EJECUTADO;0;
918120100182.1;P.S.: LEALTAD, 0 MADRID;STOP;0;2
918220070617.9;P.S.: EXTREMADURA, 95 MADRID;STOP;0;16
918220080096.1;P.S.: NOVECENTO, 6 MADRID;STOP;0;
918220080095.1;P.S.: IBROS, 3 MADRID;STOP;0;1
918220050280.1;P.S.: UZP0204 LOS BERROCALES, 29 MADRID;STOP;0;
918220050112.1;P.S.: MONTE IGUELDO, 108 MADRID;STOP;0;
918220030088.1;P.S.: VICALVARO A COSLADA, 48 MADRID;STOP;0;
418419110055.2;P.S.: JUAN CARREÑO DE MIRANDA, 14 MADRID;STOP;0;4
418519100316.1;P.S.: CL CANDILEJAS, MADRID;STOP;0;
418419090227.1;P.S.: UZP0203 LOS AHIJONES, 22 MADRID;PEND.INST.PART;0;
418519080021.1;P.S.: ISABEL MENDEZ, 29 MADRID;STOP;0;
418419070274.1;P.S.: CARRETAS, 10 MADRID;STOP;0;
418519060328.1;RET.: SIERRA DE GREDOS, 9 MADRID;STOP;0;
418419050175.1;P.S.: INFANTAS, 4 MADRID;STOP;0;
418519040391.9;P.S.: GUADARRAMA, 13 MADRID;PEND.INST.PART;0;1
418419030050.1;P.S.: CANTERAS DE TILLI, 1 MADRID;STOP;0;
418519030001.9;P.S.: PUERTO DE ARLABAN, 119 MADRID;STOP;0;
418519030001.1;P.S.: PUERTO DE ARLABAN, 119 MADRID;STOP;0;
418418120122.1;P.S.: MARROQUINA, 0010 MADRID;STOP;0;
418518010088.1;P.S.: CAÑADA DEL SANTISIMO, 45 MADRID;STOP;0;
418114110054.9;P.S.: PICO ARTILLEROS, 0061 MADRID;PEND.INST.PART;0;
418114110054.1;P.S.: PICO ARTILLEROS, 0061 MADRID;PEND.INST.PART;0;
418114050091.9;P.S.: ALBUFERA, 0000 MADRID;PEND.INST.PART;0;
