Trabajo;Desc. Actuación;Desc. Estado HIPPO Trabajo;Contador de plazo legal;Número de Reclamaciones
918224040264.1;P.S.: SAN ILDEFONSO, 0003 MADRID;REPROGRAMAR;318;3
918224040269.1;P.S.: PEDRAFITA DO CEBREIRO, 1 MADRID;REPROGRAMAR;40;2
918224040394.1;P.S.: BOYER, 18 MADRID;REPROGRAMADO;0;4
918224050298.1;P.S.: PROV AHIJONES-BERROCALES5, 62 MADRID;EJECUTADO;33;5
918224060020.1;P.S.: EL REAL DE SAN VICENTE, 27 MADRID;REPROGRAMAR;55;4
918224060105.1;P.S.: JUAN ANTONIO BARDEM, 19 MADRID;EJECUTADO;24;9
918224060351.1;P.S.: ANDALUCIA, 0012 MADRID;REPROGRAMAR;28;13
918224070044.1;P.S.: ANTONIO GADES, 84 MADRID;REPROGRAMADO;122;6
918224070251.1;P.S.: INDALECIO PRIETO, 2 MADRID;REPROGRAMAR;6;19
918224080008.1;P.S.: PUERTA DE MOROS, 0008 MADRID;EJECUTADO;5;
918224090056.1;P.S.: SIERRA DE LA DEMANDA, 63 MADRID;EJECUTADO;25;8
918224090092.1;P.S.: SECO, 13 MADRID;REPROGRAMADO;9;1
918224090173.1;P.S.: LAS SANTERAS, 51 MADRID;PROGRAMADO;20;3
918224090265.1;P.S.: CANARIAS, 51 MADRID;REPROGRAMAR;45;8
918224090326.1;P.S.: PROV LOS BERROCALES 71, 39 MADRID;REPROGRAMAR;39;9
918224090340.1;P.S.: CERRO DEL MURMULLO, 63 MADRID;EJECUTABLE;63;5
918224090399.1;P.S.: PROV LOS BERROCALES 68, 25 MADRID;REPROGRAMAR;92;1
918224100252.1;P.S.: FUENCARRAL, 6 MADRID;REPROGRAMADO;9;
918224110061.1;P.S.: DE LA GAVIA, 0 MADRID;REPROGRAMADO;24;5
918224110294.1;P.S.: PUENTELARRA, 0014 MADRID;REPROGRAMAR;78;2
918224110376.1;P.S.: CIUDAD DE BARCELONA, 0122 MADRID;EJECUTADO;23;2
918224120043.1;P.S.: ESCALA, 8 MADRID;REPROGRAMADO;4;5
918224120044.1;P.S.: PONT DE MOLINS, 11 MADRID;PROGRAMADO;21;2
918224120045.1;P.S.: ESCALA, 19 MADRID;REPROGRAMAR;29;1
918224120094.1;P.S.: MAYORAZGO, 14 MADRID;REPROGRAMAR;21;4
918224120098.1;P.S.: CERRO DE LA ALCAZABA, 3 MADRID;REPROGRAMAR;40;1
918224120118.1;P.S.: UCEDA, 54 MADRID;REPROGRAMAR;10;2
918224120137.1;P.S.: MANUEL NOGUEIRO, 3 MADRID;REPROGRAMAR;28;4
918224120147.1;P.S.: MONTE IGUELDO, 109 MADRID;EJECUTADO;31;3
918224120188.1;P.S.: JOSE ESCOBAR Y SALIENTE, 50 MADRID;EJECUTADO;43;6
918224120229.1;P.S.: VIRGEN DEL PUERTO, 7 MADRID;PROGRAMADO;21;4
918224120259.1;P.S.: MENDEZ ALVARO, 36 MADRID;REPROGRAMAR;13;2
918225010101.1;P.S.: LOS ROSALES, 120 MADRID;REPROGRAMADO;15;
918225010193.1;P.S.: PARQUE, MADRID;EJECUTADO;18;2
918225010377.1;P.S.: RIVAS, 9 MADRID;EJECUTADO;19;22
918225020073.1;P.S.: SIERRA MOLINA, 30 MADRID;PROGRAMADO;6;3
918225020202.1;P.S.: CONCEJAL VICTORINO GRANIZ, 143 MADRID;EJECUTADO;53;1
918225020341.1;P.S.: JUANA DOÑA, 5 MADRID;EJECUTADO;21;
918225020370.1;P.S.: JAIME VERA, 58 MADRID;REPROGRAMAR;24;3
918225030015.1;P.S.: PALOMERAS, 19 MADRID;REPROGRAMAR;83;3
918225030046.1;P.S.: MAYORAZGO, 0 MADRID;REPROGRAMADO;37;2
918225030049.1;P.S.: MAYORAZGO, 0 MADRID;REPROGRAMAR;37;2
918225030368.1;P.S.: ANCORA, 29 MADRID;REPROGRAMADO;15;
918225030432.1;P.S.: DIALOGO, 31 MADRID;EJECUTADO;19;
918225040115.1;P.S.: JUAN ALVAREZ MENDIZABAL, 0005 MADRID;EJECUTADO;41;
918225040209.1;P.S.: SANTA MARIA SOLEDAD T. ACO 0002 MADRID;EJECUTADO;11;1
918225040213.1;P.S.: ALTO DE LA SARTENILLA, 56 MADRID;EJECUTADO;29;7
918225040237.1;P.S.: JOSE ESCOBAR Y SALIENTE, 49 MADRID;REPROGRAMAR;25;1
918225040245.1;P.S.: IGUALDAD, 18 MADRID;REPROGRAMAR;25;1
918225040268.1;P.S.: PUENTE DEL ARZOBISPO, 62 MADRID;EJECUTADO;23;2
918225040269.1;P.S.: PUENTE DEL ARZOBISPO, 68 MADRID;EJECUTADO;22;1
918225040349.1;P.S.: JUAN TORNERO, 50 MADRID;EJECUTADO;23;3
918225040370.1;P.S.: LICENCIADO VIDRIERAS, 19 MADRID;REPROGRAMAR;25;3
918225050024.1;P.S.: EMBAJADORES, 251 MADRID;REPROGRAMAR;24;1
918225050196.1;P.S.: HACHERO, 17 MADRID;EJECUTADO;38;3
918225050277.1;P.S.: PRIM, 0005 MADRID;REPROGRAMAR;11;1
918225050282.1;P.S.: IGUALDAD, 121 MADRID;PROGRAMADO;2;2
918225050393.1;P.S.: APODACA, 20 MADRID;REPROGRAMAR;5;1
918225060199.1;P.S.: ARTE FIGURATIVO, 19 MADRID;REPROGRAMADO;8;
