Trabajo;Desc. Actuación;Desc. Estado HIPPO Trabajo;Contador de plazo legal;Número de Reclamaciones
918221100279.1;P.S.: SAN CLAUDIO, 154 MADRID;REPROGRAMAR;52;3
918222070439.1;P.S.: CGDOR DIEGO CABEZA VACA, 3 MADRID;REPROGRAMAR;51;6
918223120100.1;P.S.: MOSCARETA, 6 MADRID;EJECUTADO;49;2
918223010424.1;P.S.: ARTE POP, 15 MADRID;EJECUTADO;47;18
918222030216.1;P.S.: CÓRDOBA, 9 MADRID;EJECUTADO;46;2
918224010465.1;P.S.: TELLEZ, 2 MADRID;REPROGRAMAR;44;12
918222060165.2;P.S.: UZP0103 ENSANCHE VALLECAS, 38 MADRID;PROGRAMADO;44;8
918222120032.1;P.F.: EJE CENTRAL, 3 MADRID;EJECUTABLE;43;9
918223030312.1;P.S.: RETAMA, 3 MADRID;REPROGRAMAR;39;2
918224050215.1;P.S.: MAYORAZGO, 2 MADRID;REPROGRAMADO;38;2
918223110135.1;P.S.: LARRA, 0009 MADRID;REPROGRAMAR;38;1
918222090511.1;P.S.: PALOS DE LA FRONTERA, 40 MADRID;REPROGRAMAR;38;23
918224010255.1;P.S.: HACIENDA DE PAVONES, 0 MADRID;REPROGRAMAR;37;
918223030264.1;P.S.: LA GRANJA SAN ILDEFONSO, 31 MADRID;REPROGRAMAR;37;6
918222030215.1;P.S.: ARROYO DE LA MEDIA LEGUA, 58 MADRID;REPROGRAMAR;36;5
918222030453.2;P.S.: SIERRA DE PALOMERAS, 40 MADRID;EJECUTADO;36;5
918224030398.1;P.S.: FUENTESPINA, 17 MADRID;REPROGRAMAR;35;1
918224070163.4;P.S.: ARTE POP, 15 MADRID;PROGRAMADO;34;1
918224070163.9;P.S.: ARTE POP, 15 MADRID;PROGRAMADO;34;1
918224030385.1;P.S.: A3, 0 MADRID;REPROGRAMAR;34;12
918224020185.1;P.S.: SIERRA CARBONERA, 39 MADRID;EJECUTADO;34;6
918223030394.1;P.S.: SAN ISIDRO LABRADOR, 20 MADRID;REPROGRAMAR;34;2
918224090160.4;P.S.: AMBROZ, 0026 MADRID;EJECUTADO;31;2
918224080119.1;P.S.: CONVENIO, 23 MADRID;REPROGRAMAR;31;1
918224010410.1;P.S.: FRANCISCO DEL PINO, 1 MADRID;REPROGRAMAR;31;
918224070341.1;P.S.: GRAN VIA DEL SURESTE, 28 MADRID;REPROGRAMAR;30;1
918223120175.1;P.S.: DEHESA VIEJA, 32 MADRID;EJECUTADO;30;8
918224070026.1;P.S.: CERRO MILANO, 355 MADRID;REPROGRAMAR;29;
918224040095.1;P.S.: ESPERANZA GARCIA, 7 MADRID;REPROGRAMAR;29;2
918224080049.1;P.S.: ILUSION, 22 MADRID;REPROGRAMAR;28;
918224020397.1;P.S.: SIERRA DE ALQUIFE, 0012 MADRID;EJECUTADO;28;11
918224020151.1;P.S.: ENRIQUE URQUIJO, 111 MADRID;EJECUTADO;28;1
918224070267.1;P.S.: SUERTES DE LA VILLA, 102 MADRID;REPROGRAMADO;26;1
918224060097.1;P.S.: VICTORIA KENT, 9 MADRID;REPROGRAMADO;26;
918224060161.9;P.S.: CONCEJAL VICTORINO GRANIZ, 130 MADRID;EJECUTABLE;25;3
918224060161.1;P.S.: CONCEJAL VICTORINO GRANIZ, 130 MADRID;EJECUTADO;25;3
918224090232.9;P.S.: EL REAL DE SAN VICENTE, 21 MADRID;EJECUTABLE;24;
918224090232.1;P.S.: EL REAL DE SAN VICENTE, 21 MADRID;REPROGRAMAR;24;
918224060213.1;P.S.: CERRO MILANO, 441 MADRID;REPROGRAMADO;24;4
918224070031.1;P.S.: DEHESA VIEJA, 26 MADRID;REPROGRAMADO;23;1
918224010166.9;P.S.: PRINCESA DE KAPURTALA, 14 MADRID;PROGRAMADO;23;1
918224010166.1;P.S.: PRINCESA DE KAPURTALA, 14 MADRID;REPROGRAMADO;23;1
918224010162.9;P.S.: ALMONTE, 31 MADRID;EJECUTABLE;23;2
918224010162.1;P.S.: ALMONTE, 31 MADRID;PROGRAMADO;23;2
918224010417.1;P.S.: CANTERAS DE TILLY, 21 MADRID;REPROGRAMADO;23;23
918224020210.1;P.S.: ESPERANZA GARCIA, 21 MADRID;EJECUTADO;22;1
918224090417.1;P.S.: EXTREMADURA, 0006 MADRID;REPROGRAMAR;21;
918224070323.1;P.S.: COMERCIO, 14 MADRID;REPROGRAMAR;21;
918124070131.1;P.S.: ALAMEDA, 0006 MADRID;REPROGRAMAR;21;8
918224050175.1;P.S.: FERNANDO CHUECA GOITIA, 39 MADRID;REPROGRAMADO;21;4
918224040232.1;P.S.: PUENTE DEL ARZOBISPO, 42 MADRID;REPROGRAMAR;21;
918224010165.9;P.S.: UZP0103 ENSANCHE VALLECAS, 277 MADRID;EJECUTABLE;21;3
918224010165.1;P.S.: UZP0103 ENSANCHE VALLECAS, 277 MADRID;REPROGRAMADO;21;3
918224010163.9;P.S.: CORRAL DE ALMAGUER, 19 MADRID;EJECUTABLE;21;2
918224010163.1;P.S.: CORRAL DE ALMAGUER, 19 MADRID;PROGRAMADO;21;2
918123050338.1;P.S.: ALFONSO XIII, 0130 MADRID;PROGRAMADO;21;
918224010132.1;P.S.: BRUNO ABUNDEZ, 0048 MADRID;PROGRAMADO;20;6
918224060088.1;P.S.: MONTIEL, 27 MADRID;REPROGRAMAR;19;
918224040407.1;P.S.: DE VILLAVERDE A VALLECAS, 232 MADRID;REPROGRAMAR;19;6
918224030165.9;P.S.: FERROCARRIL DEL TAJUÑA, 10 MADRID;EJECUTABLE;19;1
918224010212.1;P.S.: JARDIN DE LA DUQUESA, 0024 MADRID;REPROGRAMAR;19;2
918223120121.1;P.S.: ANTONIO LOPEZ, 244 MADRID;REPROGRAMAR;19;20
918221100291.2;P.S.: MENDEZ ALVARO, 55 MADRID;EJECUTADO;18;9
918224030344.1;P.S.: MAYORAZGO DE DUARTE, 283 MADRID;REPROGRAMADO;17;1
918224020247.1;P.S.: UZP0103 ENSANCHE VALLECAS, 2129 MADRID;REPROGRAMAR;16;8
918222080101.1;P.S.: SIERRA ARLA, 5 MADRID;REPROGRAMAR;16;2
918223050066.1;P.S.: GRAN VIA DEL SURESTE, 9 MADRID;PROGRAMADO;15;11
918223030468.1;P.S.: EXTREMADURA, 152 MADRID;REPROGRAMAR;14;3
918224050023.1;P.S.: PEDRO LABORDE, 49 MADRID;REPROGRAMADO;13;5
918224060328.1;P.S.: CERRO MILANO, 415 MADRID;PROGRAMADO;13;5
918224080071.1;P.S.: GRAN VIA DEL SURESTE, 39 MADRID;PROGRAMADO;12;2
918224070251.1;P.S.: INDALECIO PRIETO, 2 MADRID;PROGRAMADO;12;6
918224040226.1;P.S.: NARCISO SERRA, 0013 MADRID;PROGRAMADO;12;3
918224020316.1;P.S.: VICALVARO A SANTA EUGENIA, 1600 MADRID;REPROGRAMADO;12;
918223070311.1;P.S.: ALCALDE ANDRES MADRID DAV, 126 MADRID;REPROGRAMADO;12;6
918224100021.1;P.S.: ALTO DE LA SARTENILLA, 40 MADRID;PROGRAMADO;9;
918221060070.1;P.S.: MARIA BOSCH, 16 MADRID;REPROGRAMAR;8;3
918224030194.1;P.S.: . MERCAMADRID CTM HOTEL, 0004 MADRID;PROGRAMADO;7;
918223080128.1;P.S.: UZP0103 ENSANCHE VALLECAS, 263 MADRID;EJECUTADO;7;5
918223020021.1;P.S.: ROBLES, 3 MADRID;REPROGRAMADO;7;
918224060093.1;P.S.: BLAS DE LEZO, 33 MADRID;EJECUTADO;6;
918224080008.1;P.S.: PUERTA DE MOROS, 0008 MADRID;EJECUTADO;5;
918224050134.1;P.S.: CARIDAD, 28 MADRID;PROGRAMADO;5;2
918222030220.1;P.S.: VILLARDONDIEGO, 34 MADRID;REPROGRAMAR;5;2
918224060099.1;P.S.: ALCALDE ANDRÉS MADRID DÁVI 92 MADRID;PROGRAMADO;4;
918224040243.1;P.S.: ENRIQUE TROMPETA, 3 MADRID;REPROGRAMADO;4;5
918223100144.1;P.S.: SOUTELO DE MONTES, 7 MADRID;PROGRAMADO;4;8
918223050033.9;P.S.: PLANETARIO, 6 MADRID;EJECUTABLE;4;4
918223050033.1;P.S.: PLANETARIO, 6 MADRID;REPROGRAMADO;4;4
918223110238.1;P.F.: SAN MARIO, 81 MADRID;REPROGRAMADO;4;4
918223110165.1;P.F.: MORATALAZ, 91 MADRID;REPROGRAMADO;4;6
918221010429.9;P.S.: SAN DIEGO, 89 MADRID;EJECUTABLE;4;1
918221010429.1;P.S.: SAN DIEGO, 89 MADRID;EJECUTADO;4;1
918120100182.1;P.S.: LEALTAD, 0 MADRID;PROGRAMADO;4;2
918222030078.9;P.S.: ANTONIO LOPEZ, 193 MADRID;EJECUTABLE;3;1
918222030078.2;P.S.: ANTONIO LOPEZ, 193 MADRID;EJECUTABLE;3;1
918222030078.1;P.S.: ANTONIO LOPEZ, 193 MADRID;PROGRAMADO;3;1
918222070107.1;P.S.: CERRO MILANO, 437 MADRID;REPROGRAMADO;3;6
918224070217.1;P.S.: SERRANILLOS DEL VALLE, 31 MADRID;EJECUTABLE;2;2
918223050409.1;P.S.: GARGANTA DE LOS MONTES, 1 MADRID;REPROGRAMAR;2;10
918224090117.4;P.S.: BARQUILLO, 0040 MADRID;EJECUTABLE;1;5
918224110256.9;P.S.: FRANCISCO GRANDE COVIAN, 16 MADRID;PEND.INST.PART;0;
918224110199.9;P.S.: VILLALOBOS, 93 MADRID;EJECUTABLE;0;
918224110195.9;P.S.: MARROQUINA, 0012 MADRID;PEND.INST.PART;0;
918224110122.1;P.S.: ABADA, 6 MADRID;PEND.INST.PART;0;
918224070005.1;P.S.: CAVANILLES, 58 MADRID;PEND.INST.PART;0;11
918222030424.1;P.S.: MEZQUITA, 0 MADRID;PEND.INST.PART;0;
918220050115.1;P.S.: UZP0204 LOS BERROCALES, 29 MADRID;PEND.INST.PART;0;2
918224110012.1;RET.: DEL CARMEN, 10 MADRID;NO PROGRAMABLE;0;
918224100402.1;RET.: ENCOMIENDA DE PALACIOS, 318 MADRID;NO PROGRAMABLE;0;
918224100393.1;RET.: ENCOMIENDA DE PALACIOS, 242 MADRID;NO PROGRAMABLE;0;
918224100265.1;RET.: ENCOMIENDA DE PALACIOS, 148 MADRID;NO PROGRAMABLE;0;
918224100194.1;P.S.: PROV AHIJONES-BERROCALES2, 176 MADRID;PEND.INST.PART;0;1
918224090399.1;P.S.: PROV LOS BERROCALES 68, 25 MADRID;PEND.INST.PART;0;
918224090318.1;RET.: BENALAURIA, 3 MADRID;NO PROGRAMABLE;0;1
918224090256.1;RET.: MODESTO ALONSO, 3 MADRID;NO PROGRAMABLE;0;
918224060022.1;P.S.: ALCALDE PEDRO ESCARBASSIE, 9 MADRID;PEND.INST.PART;0;
918224050192.1;P.S.: PROV LOS BERROCALES 67, 39 MADRID;PEND.INST.PART;0;2
918224100325.1;P.S.: EL REAL DE SAN VICENTE, 21 MADRID;PEND.INST.PART;0;2
918224100267.1;RET.: ALCALA, 284 MADRID;EJECUTABLE;0;
918224100210.1;P.S.: LA GAVIA, 93 MADRID;PEND.INST.PART;0;
918224100206.1;P.S.: CORDEL DE PAVONES, 2 MADRID;NO PROGRAMABLE;0;
918224100149.1;P.S.: LOS CAVILAS, 22 MADRID;PEND.INST.PART;0;
918224100142.1;RET.: GALLO, 14 MADRID;NO PROGRAMABLE;0;
918224100040.1;RET.: JUANELO, 14 MADRID;NO PROGRAMABLE;0;
918224090415.1;P.S.: POZO DEL TIO RAIMUNDO, 11 MADRID;PEND.INST.PART;0;
918224090322.1;P.S.: BARCO SINAIA, 21 MADRID;PEND.INST.PART;0;1
918224090173.1;P.S.: LAS SANTERAS, 51 MADRID;PEND.INST.PART;0;
918224090056.1;P.S.: SIERRA DE LA DEMANDA, 63 MADRID;PEND.INST.PART;0;3
918224020408.1;RET.: MOLINO DE VIENTO, 6 MADRID;NO PROGRAMABLE;0;2
918224100273.1;P.S.: CERRO MILANO, 441 MADRID;NO PROGRAMABLE;0;1
918224100240.1;P.S.: BARBARA DE BRAGANZA, 9 MADRID;PEND.INST.PART;0;
918224100171.1;P.S.: DEMOCRACIA, 9 MADRID;STOP;0;
918224090462.1;RET.: PARROCO DON EMILIO FRANCO, 59 MADRID;PROGRAMADO;0;
918224090352.1;RET.: SAN CLAUDIO, 101 MADRID;PROGRAMADO;0;
918224060047.1;RET.: CONVENIO, 29 MADRID;REPROGRAMADO;0;
918224040402.1;P.S.: GRAN VIA DEL SURESTE, 39 MADRID;PEND.INST.PART;0;3
918224020250.1;P.S.: UZP0103 ENSANCHE VALLECAS, 2129 MADRID;PEND.INST.PART;0;6
918224100116.1;P.S.: GALLEGOS, 76 MADRID;PEND.INST.PART;0;
918224100043.1;P.S.: PUERTO ALTO, 31 MADRID;STOP;0;1
918224090326.1;P.S.: PROV LOS BERROCALES 71, 39 MADRID;NO PROGRAMABLE;0;
918224090307.1;RET.: DUQUE DE SESTO, 34 MADRID;NO PROGRAMABLE;0;
918224090179.1;RET.: PLATINO, 54 MADRID;REPROGRAMAR;0;
918224090172.1;RET.: TOLEDO, 6 MADRID;REPROGRAMAR;0;
918224090170.1;P.S.: BRUNO ABUNDEZ, 19 MADRID;PEND.INST.PART;0;2
918224090088.1;RET.: ENCOMIENDA DE PALACIOS, 107 MADRID;REPROGRAMAR;0;
918224090052.1;RET.: SIERRA CONTRAVIESA, 61 MADRID;PROGRAMADO;0;
918224090021.1;P.S.: UCEDA, 42 MADRID;NO PROGRAMABLE;0;1
918224090013.1;RET.: LOPEZ GRASS, 42 MADRID;PROGRAMADO;0;
918224080255.1;P.S.: ARROYO DE LA BULERA, 16 MADRID;PEND.INST.PART;0;
918224080150.1;RET.: SAN CIPRIANO, 21 MADRID;REPROGRAMADO;0;
918224080107.1;P.S.: PICO CLAVERO, 6 MADRID;PEND.INST.PART;0;1
918222030217.1;P.S.: SAN CIPRIANO, 68 MADRID;PEND.INST.PART;0;
918221100285.1;P.S.: MARROQUINA, 71 MADRID;PEND.INST.PART;0;
918221100278.1;P.S.: PARQUE PALOMERAS BAJAS, 10 MADRID;PEND.INST.PART;0;
918123110047.2;P.S.: CORTES, 13 MADRID;PEND.INST.PART;0;
918123110047.1;P.S.: CORTES, 13 MADRID;PEND.INST.PART;0;
918224090171.1;P.S.: ROSARIO, 0 MADRID;PEND.INST.PART;0;
918224080160.1;RET.: ANTONIA MERCE, 1 MADRID;PROGRAMADO;0;
918224080152.1;P.S.: GRAN VIA, 0052 MADRID;STOP;0;3
918224070044.1;P.S.: ANTONIO GADES, 84 MADRID;PEND.INST.PART;0;3
918224060055.1;RET.: SANTA CRUZ, 6 MADRID;REPROGRAMAR;0;
918224050338.1;P.S.: PROV LOS BERROCALES 71, 34 MADRID;STOP;0;4
918224050240.1;P.S.: FUENCARRAL, 0006 MADRID;PEND.INST.PART;0;4
918224040380.1;P.S.: TRES MERCAMADRID, 1 MADRID;PEND.INST.PART;0;
918224040060.1;RET.: PABLO CASAL, 6 MADRID;REPROGRAMAR;0;
918124070044.1;RET.: HUERTAS, 58 MADRID;PROGRAMADO;0;1
918224090141.1;P.S.: EUGENIO ZUBIA, 11 MADRID;PEND.INST.PART;0;
918224080230.1;P.S.: GRAN VIA DEL SURESTE, 49 MADRID;PEND.INST.PART;0;1
918224070322.1;RET.: MENDEZ ALVARO, 55 MADRID;REPROGRAMAR;0;
918224070303.1;P.S.: SIERRA MOLINA, 30 MADRID;PEND.INST.PART;0;
918224070256.1;RET.: ENRIQUE SIMONIS, 15 MADRID;EJECUTADO;0;4
918224070248.1;P.S.: CARVAJALES, 1 MADRID;PEND.INST.PART;0;
918224070188.1;P.S.: MAYORAZGO, 0 MADRID;PEND.INST.PART;0;
918224070186.1;RET.: SIERRA DE GUADALUPE, 6 MADRID;EJECUTADO;0;
918224060235.1;P.S.: PAYASO FOFO, 7 MADRID;PEND.INST.PART;0;5
918224060130.1;P.S.: LOS ROSALES, 17 MADRID;PEND.INST.PART;0;
918224050298.1;P.S.: PROV AHIJONES-BERROCALES5, 62 MADRID;PEND.INST.PART;0;3
918224050257.1;P.S.: PROV LOS BERROCALES 81, 10 MADRID;PEND.INST.PART;0;4
918224040441.1;P.S.: ALCALDE ANDRES MADRID DAV, 102 MADRID;PEND.INST.PART;0;8
918224040159.1;RET.: CIUDAD DE BARCELONA, 9 MADRID;REPROGRAMAR;0;1
918224040010.1;RET.: ALMONACID, 17 MADRID;REPROGRAMAR;0;
918223070303.1;P.S.: UZP0202 LOS CERROS, 342 MADRID;PEND.INST.PART;0;2
918224080187.1;P.S.: CARMEN, 10 MADRID;PEND.INST.PART;0;
918224080092.1;P.S.: JAIME EL CONQUISTADOR, 2 MADRID;PEND.INST.PART;0;1
918224080053.1;RET.: HACIENDA DE PAVONES, 153 MADRID;EJECUTADO;0;1
918224070195.1;RET.: ARROYO FONTARRON, 187 MADRID;REPROGRAMAR;0;
918224020260.1;P.S.: EL REAL DE SAN VICENTE, 39 MADRID;PEND.INST.PART;0;4
918224010426.1;P.S.: CORDEL DE PAVONES, 52 MADRID;PEND.INST.PART;0;
918224070138.1;P.S.: HUMILDAD, 11 MADRID;STOP;0;2
918224060084.2;RET.: TORRES MIRANDA, 8 MADRID;NO PROGRAMABLE;0;4
918224060084.1;RET.: TORRES MIRANDA, 8 MADRID;NO PROGRAMABLE;0;4
918224050283.1;P.S.: UZP0103 ENSANCHE VALLECAS, 29 MADRID;PEND.INST.PART;0;
918224070344.1;P.S.: DOCTOR SANCHEZ, 0041 MADRID;STOP;0;
918224070114.1;RET.: DEL MEDITERRANEO, 41 MADRID;REPROGRAMAR;0;2
918224030252.1;P.S.: CASALARREINA, 26 MADRID;NO PROGRAMABLE;0;
918223100126.1;P.S.: LAS CAMAS, 1 MADRID;PEND.INST.PART;0;9
918222120456.1;P.S.: LUIS I, 37 MADRID;PEND.INST.PART;0;
918122090352.1;RET.: INFANTA ISABEL, 25 MADRID;NO PROGRAMABLE;0;2
918224060331.1;P.S.: PIROTECNIA, 83 MADRID;EJECUTABLE;0;
918224060051.1;P.S.: PIROTECNIA, 37 MADRID;PEND.INST.PART;0;
918224060020.1;P.S.: EL REAL DE SAN VICENTE, 27 MADRID;STOP;0;2
918224050316.1;RET.: SAN DIEGO, 23 MADRID;REPROGRAMAR;0;3
918224050258.1;P.S.: PROV LOS BERROCALES 88, 3 MADRID;NO PROGRAMABLE;0;5
918224050026.1;P.S.: DUQUE DE RIVAS, 0002 MADRID;STOP;0;11
918224020252.1;RET.: PIRITA, 14 MADRID;REPROGRAMAR;0;
918224010110.1;P.S.: LUIS OCAÑA, 2 MADRID;PEND.INST.PART;0;4
918223100123.1;P.S.: TOLERANCIA, 4 MADRID;PEND.INST.PART;0;15
918224060100.1;P.S.: PATERNA, 55 MADRID;PEND.INST.PART;0;
918224060089.1;P.S.: SIERRA DE ALBARRACÍN, 2 MADRID;PEND.INST.PART;0;
918224060086.1;P.S.: CAZORLA, 79 MADRID;PEND.INST.PART;0;
918224050335.1;P.S.: PROV LOS BERROCALES 71, 33 MADRID;STOP;0;5
918224050210.1;P.S.: TELEFERICO DE LAS CANTERA, 14 MADRID;STOP;0;2
918224050199.1;P.S.: PROV AHIJONES-BERROCALES2, 218 MADRID;STOP;0;2
918224030400.1;RET.: CORRAL DE CANTOS, 19 MADRID;REPROGRAMAR;0;2
918223090141.1;RET.: SAN MOISES, 38 MADRID;NO PROGRAMABLE;0;1
918224060207.1;RET.: ILUSION, 12 MADRID;EJECUTADO;0;2
918224060069.1;P.S.: COCHERON DE LA VILLA, 15 MADRID;STOP;0;1
918224050358.1;RET.: CALLAO, 3 MADRID;REPROGRAMAR;0;1
918224050322.1;P.S.: PEZ, 3 MADRID;PEND.INST.PART;0;8
918224050231.1;RET.: VIRGEN DEL PUERTO, 21 MADRID;REPROGRAMAR;0;1
918224050225.1;RET.: RETAMA, 3 MADRID;EJECUTADO;0;4
918224050188.1;P.S.: ALBUFERA, 9 MADRID;STOP;0;7
918224050147.1;RET.: DOÑA MENCIA, 25 MADRID;EJECUTADO;0;2
918224050107.1;RET.: POZO DEL TÍO RAIMUNDO, 3 MADRID;REPROGRAMADO;0;1
918224050074.1;P.S.: AURORA IGLESIAS, 13 MADRID;STOP;0;8
918224040215.1;P.S.: JUAN PORTAS, 33 MADRID;PEND.INST.PART;0;5
918224040196.1;RET.: FUNDICIONES, 6 MADRID;REPROGRAMAR;0;5
918224040140.1;P.S.: UNANIMIDAD, 23 MADRID;STOP;0;1
918224010403.1;P.S.: SABRINA, 10 MADRID;PROGRAMADO;0;2
918223110274.1;RET.: HUERTA DEL CONVENTO, 16 MADRID;REPROGRAMAR;0;2
918223040015.1;P.S.: VILLAVERDE A VALLECAS, 260 MADRID;NO PROGRAMABLE;0;15
918124030128.1;RET.: ALBERTO BOSCH, 13 MADRID;STOP;0;1
918224050336.1;P.S.: ARTILLEROS, 0006 MADRID;PEND.INST.PART;0;
918224050326.1;RET.: NAVAS DEL REY, 27 MADRID;REPROGRAMAR;0;5
918224050307.1;P.S.: VALDECULEBRAS, 85 MADRID;STOP;0;
918224050251.1;P.S.: VEINTINUEVE MERCAMADRID, 4 MADRID;NO PROGRAMABLE;0;2
918224010098.1;RET.: SAGASTA, 30 MADRID;REPROGRAMAR;0;
918223120075.1;P.S.: CINCO MERCAMADRID, 2 MADRID;STOP;0;2
918224050278.1;P.S.: JOSE DEL PINO, 0061 MADRID;STOP;0;6
918224050044.1;P.S.: PUERTO DE ARLABAN, 62 MADRID;STOP;0;2
918224040397.1;RET.: CALCIO, 1 MADRID;EJECUTADO;0;
918224040250.1;RET.: BELMEZ, 0 MADRID;EJECUTADO;0;
918224040012.1;P.F.: SANCHEZ BARCAIZTEGUI, 36 MADRID;STOP;0;4
918224030297.1;P.S.: UZP0103 ENSANCHE VALLECAS, 39 MADRID;STOP;0;3
918224030098.1;P.S.: CAL, 15 MADRID;PEND.INST.PART;0;3
918224020394.1;RET.: LAGO BALATON, 6 MADRID;REPROGRAMAR;0;3
918224020317.1;P.S.: LAS SANTERAS, 00 MADRID;STOP;0;4
918224020237.1;RET.: UZP0203 LOS AHIJONES, 6007 MADRID;NO PROGRAMABLE;0;
918224010250.1;RET.: SAN ISIDRO LABRADOR, 5 MADRID;REPROGRAMAR;0;
918223070293.1;P.S.: CUARENTA Y CINCO MERCAMAD, 8 MADRID;PEND.INST.PART;0;16
918224040382.1;P.S.: SIERRA DE CONTRAVIESA, 0043 MADRID;STOP;0;2
918224040269.2;P.S.: PEDRAFITA DO CEBREIRO, 1 MADRID;PEND.INST.PART;0;2
918224040269.1;P.S.: PEDRAFITA DO CEBREIRO, 1 MADRID;PEND.INST.PART;0;2
918224040228.1;P.S.: CASTRILLO DE AZA, 9 MADRID;PEND.INST.PART;0;1
918224040227.1;P.S.: ZAZUAR, 15 MADRID;PEND.INST.PART;0;1
918224030277.1;P.S.: ISLA DE LUZON, 13 MADRID;PEND.INST.PART;0;3
918224040149.1;RET.: FUENCARRAL, 53 MADRID;REPROGRAMAR;0;8
918224040091.1;RET.: BENALMADENA, 3 MADRID;REPROGRAMAR;0;1
918223120313.1;P.F.: EL REAL DE SAN VICENTE, 7 MADRID;STOP;0;9
918223050099.2;RET.: MAESTRO ARBOS, 4 MADRID;EJECUTABLE;0;6
918223050099.1;RET.: MAESTRO ARBOS, 4 MADRID;REPROGRAMADO;0;6
918224020181.1;P.S.: SECO, 3 MADRID;STOP;0;6
918223100222.1;P.S.: LA GAVIA, 55 MADRID;PEND.INST.PART;0;9
918224030347.1;P.S.: CERRO DEL CAMPO, 2 MADRID;REPROGRAMADO;0;3
918224030346.1;P.S.: CERRO DEL TESORO, 2 MADRID;REPROGRAMADO;0;3
918224030345.1;P.S.: BLAS DE LEZO, 30 MADRID;STOP;0;3
918224020056.1;P.S.: EMBAJADORES, 232 MADRID;PEND.INST.PART;0;
918223120146.1;P.S.: CARTAGENA DE INDIAS, 50 MADRID;PEND.INST.PART;0;4
918223110367.1;RET.: LOPEZ GRASS, 24 MADRID;EJECUTADO;0;
918223090050.2;P.S.: ILUSTRACION, 13 MADRID;NO PROGRAMABLE;0;19
918223090050.1;P.S.: ILUSTRACION, 13 MADRID;NO PROGRAMABLE;0;19
918224030157.1;P.S.: REAL, 40 MADRID;PEND.INST.PART;0;
918224030113.1;P.S.: REAL, 40 MADRID;PEND.INST.PART;0;
918224030090.1;P.S.: VELILLA, 0012 MADRID;PEND.INST.PART;0;1
918224020356.1;P.S.: LOPEZ GRASS, 0029 MADRID;STOP;0;2
918224020192.1;P.S.: UZP0103 ENSANCHE VALLECAS, 270 MADRID;STOP;0;3
918223060233.1;P.S.: VILLA VALLECAS MERCAMADRI, 18 MADRID;STOP;0;14
918222090006.2;P.S.: GRAN VIA, 54 MADRID;PEND.INST.PART;0;12
918222090006.1;P.S.: GRAN VIA, 54 MADRID;PEND.INST.PART;0;12
918224020187.1;RET.: LOPEZ GRASS, 21 MADRID;REPROGRAMAR;0;1
918224010167.9;P.S.: UZP0103 ENSANCHE VALLECAS, 513 MADRID;STOP;0;2
918224010167.1;P.S.: UZP0103 ENSANCHE VALLECAS, 513 MADRID;STOP;0;2
